File_name,Total_energy,Adsorption_energy,Rigid_adsorption_energy,Deformation_energy,dEad/dNi
op_092 (3 1 1).std.csv,-1.071,-1.2971,-1.071,-0.22611,-1.2971
op_093 (3 1 1).std.csv,-1.1253,-1.3514,-1.1253,-0.22612,-1.3514
op_095 (3 1 1).std.csv,-1.2355,-1.4616,-1.2355,-0.22609,-1.4616
op_096 (3 1 1).std.csv,-1.2307,-1.4568,-1.2307,-0.2261,-1.4568
op_097 (3 1 1).std.csv,-1.2684,-1.4945,-1.2684,-0.2261,-1.4945
op_098 (3 1 1).std.csv,-1.2128,-1.4389,-1.2128,-0.22611,-1.4389
op_099 (3 1 1).std.csv,-1.0088,-1.2349,-1.0088,-0.22612,-1.2349
op_101 (3 1 1).std.csv,-1.194,-1.4201,-1.194,-0.2261,-1.4201
op_102 (3 1 1).std.csv,-1.0646,-1.2907,-1.0646,-0.22611,-1.2907
op_103 (3 1 1).std.csv,-1.1874,-1.4135,-1.1874,-0.22612,-1.4135
op_104 (3 1 1).std.csv,-1.1936,-1.4197,-1.1936,-0.2261,-1.4197
op_105 (3 1 1).std.csv,-1.2444,-1.4705,-1.2444,-0.2261,-1.4705
op_106 (3 1 1).std.csv,-1.1598,-1.3859,-1.1599,-0.22607,-1.3859
op_107 (3 1 1).std.csv,-1.2371,-1.4632,-1.2371,-0.22611,-1.4632
op_108 (3 1 1).std.csv,-1.2795,-1.5056,-1.2795,-0.22611,-1.5056
op_109 (3 1 1).std.csv,-1.2463,-1.4724,-1.2464,-0.22603,-1.4724
op_110 (3 1 1).std.csv,-1.1777,-1.4039,-1.1777,-0.22611,-1.4039
op_112 (3 1 1).std.csv,-1.0955,-1.3216,-1.0955,-0.22609,-1.3216
op_114 (3 1 1).std.csv,-1.2236,-1.4498,-1.2237,-0.2261,-1.4498
op_115 (3 1 1).std.csv,-1.2252,-1.4513,-1.2252,-0.22609,-1.4513
op_116 (3 1 1).std.csv,-1.1109,-1.337,-1.1109,-0.2261,-1.337
op_117 (3 1 1).std.csv,-1.1842,-1.4103,-1.1842,-0.22607,-1.4103
op_118 (3 1 1).std.csv,-1.2232,-1.4494,-1.2233,-0.22605,-1.4494
op_120 (3 1 1).std.csv,-1.2164,-1.4425,-1.2165,-0.22602,-1.4425
op_124 (3 1 1).std.csv,-1.0498,-1.2759,-1.0498,-0.2261,-1.2759
op_125 (3 1 1).std.csv,-1.1966,-1.4227,-1.1966,-0.22611,-1.4227
op_126 (3 1 1).std.csv,-1.2532,-1.4793,-1.2532,-0.2261,-1.4793
op_127 (3 1 1).std.csv,-1.2269,-1.453,-1.2299,-0.22316,-1.453
