File_name,Total_energy,Adsorption_energy,Rigid_adsorption_energy,Deformation_energy,dEad/dNi
op_082 (3 1 1).std.csv,-1.34684,-28.4675,-1.64761,-26.8199,-28.4675
op_083 (3 1 1).std.csv,-1.30552,-28.4262,-1.60743,-26.8188,-28.4262
op_084 (3 1 1).std.csv,-1.24739,-28.368,-1.54864,-26.8194,-28.368
op_085 (3 1 1).std.csv,-1.3488,-28.4695,-1.65054,-26.8189,-28.4695
op_086 (3 1 1).std.csv,-1.18315,-28.3038,-1.48627,-26.8175,-28.3038
op_087 (3 1 1).std.csv,-1.21379,-28.3344,-1.515,-26.8195,-28.3344
op_088 (3 1 1).std.csv,-1.09812,-28.2188,-1.39901,-26.8198,-28.2188
op_089 (3 1 1).std.csv,-1.33377,-28.4544,-1.63453,-26.8199,-28.4544
op_090 (3 1 1).std.csv,-1.25052,-28.3712,-1.55599,-26.8152,-28.3712
op_091 (3 1 1).std.csv,-1.31274,-28.4334,-1.6135,-26.8199,-28.4334
op_092 (3 1 1).std.csv,-1.34699,-28.4677,-1.64782,-26.8198,-28.4677
op_093 (3 1 1).std.csv,-1.32008,-28.4407,-1.62152,-26.8192,-28.4407
op_094 (3 1 1).std.csv,-1.25029,-28.371,-1.55109,-26.8199,-28.371
op_095 (3 1 1).std.csv,-1.13564,-28.2563,-1.43651,-26.8198,-28.2563
op_096 (3 1 1).std.csv,-1.2676,-28.3883,-1.56838,-26.8199,-28.3883
op_097 (3 1 1).std.csv,-1.26836,-28.389,-1.57143,-26.8176,-28.389
op_098 (3 1 1).std.csv,-1.28474,-28.4054,-1.58555,-26.8199,-28.4054
op_099 (3 1 1).std.csv,-1.06492,-28.1856,-1.36568,-26.8199,-28.1856
op_100 (3 1 1).std.csv,-1.278,-28.3987,-1.57928,-26.8194,-28.3987
op_101 (3 1 1).std.csv,-1.22233,-28.343,-1.52326,-26.8197,-28.343
op_102 (3 1 1).std.csv,-1.28358,-28.4042,-1.58447,-26.8198,-28.4042
op_103 (3 1 1).std.csv,-1.32031,-28.441,-1.62238,-26.8186,-28.441
op_104 (3 1 1).std.csv,-1.33329,-28.454,-1.63438,-26.8196,-28.454
op_105 (3 1 1).std.csv,-1.14031,-28.261,-1.44137,-26.8196,-28.261
op_106 (3 1 1).std.csv,-1.25282,-28.3735,-1.55374,-26.8197,-28.3735
op_107 (3 1 1).std.csv,-1.24003,-28.3607,-1.54167,-26.819,-28.3607
op_108 (3 1 1).std.csv,-1.22639,-28.3471,-1.52742,-26.8196,-28.3471
