File_name,Total_energy,Adsorption_energy,Rigid_adsorption_energy,Deformation_energy,dEad/dNi
op_052 (3 1 1).std.csv,-1.2427,-1.4688,-1.2427,-0.2261,-1.4688
op_053 (3 1 1).std.csv,-1.2029,-1.429,-1.203,-0.22609,-1.429
op_054 (3 1 1).std.csv,-1.1977,-1.4238,-1.1977,-0.22612,-1.4238
op_055 (3 1 1).std.csv,-1.2302,-1.4563,-1.2302,-0.22611,-1.4563
op_056 (3 1 1).std.csv,-1.1311,-1.3572,-1.1311,-0.22606,-1.3572
op_057 (3 1 1).std.csv,-1.1922,-1.4184,-1.1924,-0.22599,-1.4184
op_058 (3 1 1).std.csv,-1.1943,-1.4204,-1.1943,-0.2261,-1.4204
op_059 (3 1 1).std.csv,-1.2518,-1.478,-1.2519,-0.22606,-1.478
op_060 (3 1 1).std.csv,-1.2253,-1.4515,-1.2254,-0.22612,-1.4515
op_061 (3 1 1).std.csv,-1.108,-1.3342,-1.1081,-0.2261,-1.3342
op_062 (3 1 1).std.csv,-1.1866,-1.4127,-1.1866,-0.22611,-1.4127
op_063 (3 1 1).std.csv,-1.1372,-1.3633,-1.1372,-0.2261,-1.3633
op_064 (3 1 1).std.csv,-1.2285,-1.4547,-1.2285,-0.22611,-1.4547
op_065 (3 1 1).std.csv,-1.1993,-1.4254,-1.1993,-0.2261,-1.4254
op_066 (3 1 1).std.csv,-1.2077,-1.4338,-1.2077,-0.22609,-1.4338
op_067 (3 1 1).std.csv,-1.1745,-1.4006,-1.1746,-0.22603,-1.4006
op_068 (3 1 1).std.csv,-1.0882,-1.3143,-1.0882,-0.22611,-1.3143
op_069 (3 1 1).std.csv,-1.063,-1.2891,-1.063,-0.2261,-1.2891
op_070 (3 1 1).std.csv,-1.2188,-1.445,-1.2189,-0.22611,-1.445
op_071 (3 1 1).std.csv,-1.1551,-1.3812,-1.1551,-0.22606,-1.3812
op_072 (3 1 1).std.csv,-1.1123,-1.3384,-1.1123,-0.2261,-1.3384
op_073 (3 1 1).std.csv,-1.0821,-1.3083,-1.0822,-0.22611,-1.3083
op_074 (3 1 1).std.csv,-1.1905,-1.4166,-1.1905,-0.22606,-1.4166
op_075 (3 1 1).std.csv,-1.1774,-1.4035,-1.1774,-0.22611,-1.4035
op_076 (3 1 1).std.csv,-1.1995,-1.4257,-1.1996,-0.2261,-1.4257
op_077 (3 1 1).std.csv,-1.2069,-1.433,-1.207,-0.22602,-1.433
op_078 (3 1 1).std.csv,-1.1484,-1.3746,-1.1485,-0.2261,-1.3746
op_079 (3 1 1).std.csv,-1.1976,-1.4238,-1.1977,-0.2261,-1.4238
op_080 (3 1 1).std.csv,-1.1638,-1.39,-1.1639,-0.2261,-1.39
op_081 (3 1 1).std.csv,-1.183,-1.4092,-1.1831,-0.22611,-1.4092
op_082 (3 1 1).std.csv,-1.179,-1.4051,-1.179,-0.22607,-1.4051
op_083 (3 1 1).std.csv,-1.2162,-1.4424,-1.2163,-0.22608,-1.4424
op_084 (3 1 1).std.csv,-1.2412,-1.4674,-1.2412,-0.22612,-1.4674
op_085 (3 1 1).std.csv,-1.2675,-1.4936,-1.2675,-0.2261,-1.4936
op_086 (3 1 1).std.csv,-1.1996,-1.4257,-1.1996,-0.2261,-1.4257
op_087 (3 1 1).std.csv,-1.0343,-1.2604,-1.0343,-0.22612,-1.2604
op_088 (3 1 1).std.csv,-1.111,-1.3371,-1.1114,-0.22569,-1.3371
op_089 (3 1 1).std.csv,-1.1047,-1.3308,-1.1048,-0.22606,-1.3308
op_090 (3 1 1).std.csv,-1.1476,-1.3737,-1.1476,-0.22611,-1.3737
op_091 (3 1 1).std.csv,-1.1279,-1.3541,-1.1279,-0.22612,-1.3541
op_092 (3 1 1).std.csv,-1.2046,-1.4308,-1.2047,-0.2261,-1.4308
op_093 (3 1 1).std.csv,-1.1021,-1.3283,-1.1021,-0.22612,-1.3283
op_094 (3 1 1).std.csv,-1.272,-1.4982,-1.2721,-0.22611,-1.4982
op_095 (3 1 1).std.csv,-1.2236,-1.4497,-1.2236,-0.22612,-1.4497
op_096 (3 1 1).std.csv,-1.2231,-1.4492,-1.2231,-0.22611,-1.4492
op_097 (3 1 1).std.csv,-1.2155,-1.4416,-1.2156,-0.22607,-1.4416
op_098 (3 1 1).std.csv,-1.127,-1.3532,-1.1271,-0.22609,-1.3532
op_099 (3 1 1).std.csv,-1.1427,-1.3688,-1.1427,-0.22609,-1.3688
op_100 (3 1 1).std.csv,-1.1106,-1.3368,-1.1107,-0.2261,-1.3368
op_101 (3 1 1).std.csv,-1.2201,-1.4463,-1.2201,-0.22611,-1.4463
op_102 (3 1 1).std.csv,-1.2656,-1.4918,-1.2657,-0.22611,-1.4918
op_103 (3 1 1).std.csv,-1.2381,-1.4643,-1.2382,-0.22609,-1.4643
op_104 (3 1 1).std.csv,-1.2671,-1.4933,-1.2672,-0.22608,-1.4933
op_105 (3 1 1).std.csv,-1.2237,-1.4498,-1.2238,-0.22606,-1.4498
op_106 (3 1 1).std.csv,-1.182,-1.4081,-1.1821,-0.22604,-1.4081
op_107 (3 1 1).std.csv,-1.1785,-1.4046,-1.1785,-0.22608,-1.4046
op_108 (3 1 1).std.csv,-1.1805,-1.4067,-1.1806,-0.22605,-1.4067
