File_name,Total_energy,Adsorption_energy,Rigid_adsorption_energy,Deformation_energy,dEad/dNi
op_086 (3 1 1).std.csv,-1.27047,-28.3911,-1.57195,-26.8192,-28.3911
op_087 (3 1 1).std.csv,-1.29323,-28.4139,-1.59447,-26.8194,-28.4139
op_088 (3 1 1).std.csv,-1.23046,-28.3511,-1.53125,-26.8199,-28.3511
op_089 (3 1 1).std.csv,-1.24573,-28.3664,-1.5475,-26.8189,-28.3664
op_090 (3 1 1).std.csv,-1.26489,-28.3856,-1.56662,-26.8189,-28.3856
op_091 (3 1 1).std.csv,-1.18555,-28.3062,-1.48682,-26.8194,-28.3062
op_092 (3 1 1).std.csv,-1.32536,-28.446,-1.62634,-26.8197,-28.446
op_093 (3 1 1).std.csv,-1.37017,-28.4908,-1.67234,-26.8185,-28.4908
op_095 (3 1 1).std.csv,-1.3582,-28.4789,-1.65927,-26.8196,-28.4789
op_096 (3 1 1).std.csv,-1.22369,-28.3443,-1.52466,-26.8197,-28.3443
op_097 (3 1 1).std.csv,-1.27064,-28.3913,-1.57147,-26.8198,-28.3913
op_098 (3 1 1).std.csv,-1.14158,-28.2622,-1.44237,-26.8199,-28.2622
op_099 (3 1 1).std.csv,-1.34372,-28.4644,-1.64491,-26.8195,-28.4644
op_101 (3 1 1).std.csv,-1.20327,-28.3239,-1.5042,-26.8197,-28.3239
op_102 (3 1 1).std.csv,-1.20707,-28.3277,-1.50932,-26.8184,-28.3277
op_103 (3 1 1).std.csv,-1.35491,-28.4756,-1.65572,-26.8199,-28.4756
op_104 (3 1 1).std.csv,-1.30102,-28.4217,-1.60199,-26.8197,-28.4217
op_105 (3 1 1).std.csv,-1.36143,-28.4821,-1.66266,-26.8194,-28.4821
op_106 (3 1 1).std.csv,-1.14147,-28.2621,-1.44236,-26.8198,-28.2621
op_107 (3 1 1).std.csv,-1.36301,-28.4837,-1.66382,-26.8199,-28.4837
op_108 (3 1 1).std.csv,-1.18931,-28.31,-1.49067,-26.8193,-28.31
op_109 (3 1 1).std.csv,-1.22833,-28.349,-1.52921,-26.8198,-28.349
op_110 (3 1 1).std.csv,-1.31824,-28.4389,-1.62037,-26.8185,-28.4389
op_112 (3 1 1).std.csv,-1.23863,-28.3593,-1.53939,-26.8199,-28.3593
op_114 (3 1 1).std.csv,-1.36061,-28.4813,-1.66323,-26.818,-28.4813
op_115 (3 1 1).std.csv,-1.3293,-28.45,-1.63009,-26.8199,-28.45
op_116 (3 1 1).std.csv,-1.19449,-28.3152,-1.49542,-26.8197,-28.3152
op_117 (3 1 1).std.csv,-1.24134,-28.362,-1.54328,-26.8187,-28.362
op_118 (3 1 1).std.csv,-1.31895,-28.4396,-1.6203,-26.8193,-28.4396
op_120 (3 1 1).std.csv,-1.31549,-28.4361,-1.61661,-26.8195,-28.4361
op_124 (3 1 1).std.csv,-1.31953,-28.4402,-1.6209,-26.8193,-28.4402
op_125 (3 1 1).std.csv,-1.22189,-28.3426,-1.52289,-26.8197,-28.3426
op_126 (3 1 1).std.csv,-1.22416,-28.3448,-1.52526,-26.8196,-28.3448
op_127 (3 1 1).std.csv,-1.15534,-28.276,-1.45774,-26.8183,-28.276
