File_name,Total_energy,Adsorption_energy,Rigid_adsorption_energy,Deformation_energy,dEad/dNi
op_065 (3 1 1).std.csv,-1.2539,-1.48,-1.2539,-0.2261,-1.48
op_066 (3 1 1).std.csv,-1.141,-1.3671,-1.141,-0.22612,-1.3671
op_067 (3 1 1).std.csv,-1.1652,-1.3913,-1.1653,-0.22604,-1.3913
op_068 (3 1 1).std.csv,-1.0907,-1.3169,-1.0908,-0.22609,-1.3169
op_069 (3 1 1).std.csv,-1.1571,-1.3832,-1.1571,-0.2261,-1.3832
op_071 (3 1 1).std.csv,-1.2685,-1.4946,-1.2685,-0.22611,-1.4946
op_072 (3 1 1).std.csv,-1.1203,-1.3465,-1.1204,-0.22612,-1.3465
op_073 (3 1 1).std.csv,-1.2435,-1.4696,-1.2435,-0.22612,-1.4696
op_074 (3 1 1).std.csv,-1.2447,-1.4708,-1.2448,-0.22609,-1.4708
op_075 (3 1 1).std.csv,-1.2074,-1.4336,-1.2075,-0.22609,-1.4336
op_076 (3 1 1).std.csv,-1.2246,-1.4507,-1.2246,-0.22606,-1.4507
op_078 (3 1 1).std.csv,-1.2876,-1.5138,-1.2876,-0.22612,-1.5138
op_080 (3 1 1).std.csv,-1.2682,-1.4943,-1.2683,-0.2261,-1.4943
op_081 (3 1 1).std.csv,-1.2299,-1.456,-1.2299,-0.22611,-1.456
op_082 (3 1 1).std.csv,-1.1337,-1.3598,-1.1337,-0.2261,-1.3598
op_084 (3 1 1).std.csv,-1.1884,-1.4145,-1.1884,-0.22609,-1.4145
op_085 (3 1 1).std.csv,-1.1071,-1.3333,-1.1071,-0.22611,-1.3333
op_086 (3 1 1).std.csv,-1.2398,-1.4659,-1.2398,-0.22611,-1.4659
op_087 (3 1 1).std.csv,-1.2729,-1.499,-1.2729,-0.22612,-1.499
op_088 (3 1 1).std.csv,-1.1266,-1.3527,-1.1266,-0.2261,-1.3527
op_090 (3 1 1).std.csv,-1.2183,-1.4444,-1.2183,-0.22609,-1.4444
op_091 (3 1 1).std.csv,-1.0262,-1.2524,-1.0262,-0.22612,-1.2524
op_092 (3 1 1).std.csv,-1.0808,-1.307,-1.0808,-0.2261,-1.307
op_093 (3 1 1).std.csv,-1.2496,-1.4757,-1.2496,-0.22612,-1.4757
op_094 (3 1 1).std.csv,-1.2428,-1.4689,-1.2428,-0.22611,-1.4689
op_095 (3 1 1).std.csv,-1.194,-1.4201,-1.194,-0.22609,-1.4201
op_096 (3 1 1).std.csv,-1.1877,-1.4139,-1.1878,-0.22608,-1.4139
op_097 (3 1 1).std.csv,-1.1581,-1.3842,-1.1581,-0.2261,-1.3842
op_098 (3 1 1).std.csv,-1.2418,-1.4679,-1.2419,-0.22602,-1.4679
op_099 (3 1 1).std.csv,-1.152,-1.3781,-1.152,-0.22608,-1.3781
op_100 (3 1 1).std.csv,-1.1646,-1.3907,-1.1646,-0.2261,-1.3907
op_101 (3 1 1).std.csv,-1.2369,-1.463,-1.237,-0.22608,-1.463
op_102 (3 1 1).std.csv,-1.2291,-1.4552,-1.2291,-0.22612,-1.4552
op_103 (3 1 1).std.csv,-1.239,-1.4651,-1.239,-0.22608,-1.4651
op_104 (3 1 1).std.csv,-1.274,-1.5001,-1.274,-0.22611,-1.5001
op_105 (3 1 1).std.csv,-1.2431,-1.4692,-1.2431,-0.22612,-1.4692
op_106 (3 1 1).std.csv,-1.2039,-1.43,-1.2039,-0.22612,-1.43
op_107 (3 1 1).std.csv,-1.1906,-1.4167,-1.1906,-0.22611,-1.4167
op_109 (3 1 1).std.csv,-1.2041,-1.4302,-1.2041,-0.22612,-1.4302
op_111 (3 1 1).std.csv,-1.253,-1.4791,-1.253,-0.2261,-1.4791
op_112 (3 1 1).std.csv,-1.2496,-1.4757,-1.2496,-0.2261,-1.4757
op_114 (3 1 1).std.csv,-1.2594,-1.4855,-1.2594,-0.22612,-1.4855
op_115 (3 1 1).std.csv,-1.2351,-1.4613,-1.2351,-0.22612,-1.4613
op_116 (3 1 1).std.csv,-1.2508,-1.4769,-1.2508,-0.2261,-1.4769
op_118 (3 1 1).std.csv,-1.2434,-1.4695,-1.2434,-0.22611,-1.4695
op_119 (3 1 1).std.csv,-1.152,-1.3781,-1.152,-0.22611,-1.3781
op_120 (3 1 1).std.csv,-1.2426,-1.4688,-1.2427,-0.22611,-1.4688
op_121 (3 1 1).std.csv,-1.0783,-1.3044,-1.0784,-0.22609,-1.3044
op_122 (3 1 1).std.csv,-1.0539,-1.28,-1.0539,-0.22611,-1.28
op_123 (3 1 1).std.csv,-1.1332,-1.3593,-1.1332,-0.2261,-1.3593
op_124 (3 1 1).std.csv,-1.2764,-1.5025,-1.2764,-0.2261,-1.5025
op_126 (3 1 1).std.csv,-1.1395,-1.3657,-1.1395,-0.22612,-1.3657
op_127 (3 1 1).std.csv,-1.2113,-1.4374,-1.2113,-0.22605,-1.4374
