File_name,Total_energy,Adsorption_energy,Rigid_adsorption_energy,Deformation_energy,dEad/dNi
op_032 (3 1 1).std.csv,-1.26832,-28.389,-1.56964,-26.8193,-28.389
op_033 (3 1 1).std.csv,-1.29415,-28.4148,-1.59519,-26.8196,-28.4148
op_037 (3 1 1).std.csv,-1.30136,-28.422,-1.60217,-26.8198,-28.422
op_038 (3 1 1).std.csv,-1.28401,-28.4047,-1.58488,-26.8198,-28.4047
op_039 (3 1 1).std.csv,-1.3616,-28.4823,-1.66458,-26.8177,-28.4823
op_040 (3 1 1).std.csv,-1.19102,-28.3117,-1.49353,-26.8182,-28.3117
op_041 (3 1 1).std.csv,-1.28027,-28.4009,-1.58146,-26.8195,-28.4009
op_042 (3 1 1).std.csv,-1.25921,-28.3799,-1.5624,-26.8175,-28.3799
op_043 (3 1 1).std.csv,-1.31475,-28.4354,-1.61563,-26.8198,-28.4354
op_044 (3 1 1).std.csv,-1.30392,-28.4246,-1.60553,-26.8191,-28.4246
op_045 (3 1 1).std.csv,-1.29484,-28.4155,-1.59585,-26.8197,-28.4155
op_046 (3 1 1).std.csv,-1.39042,-28.5111,-1.6914,-26.8197,-28.5111
op_047 (3 1 1).std.csv,-1.30389,-28.4246,-1.60536,-26.8192,-28.4246
op_048 (3 1 1).std.csv,-1.2633,-28.384,-1.56407,-26.8199,-28.384
op_049 (3 1 1).std.csv,-1.36037,-28.481,-1.67749,-26.8035,-28.481
op_050 (3 1 1).std.csv,-1.32444,-28.4451,-1.62546,-26.8196,-28.4451
op_051 (3 1 1).std.csv,-1.30639,-28.4271,-1.60766,-26.8194,-28.4271
op_052 (3 1 1).std.csv,-1.30979,-28.4304,-1.61074,-26.8197,-28.4304
op_053 (3 1 1).std.csv,-1.36404,-28.4847,-1.66516,-26.8195,-28.4847
op_054 (3 1 1).std.csv,-1.13943,-28.2601,-1.44115,-26.8189,-28.2601
op_055 (3 1 1).std.csv,-1.33748,-28.4581,-1.63831,-26.8198,-28.4581
op_056 (3 1 1).std.csv,-1.32685,-28.4475,-1.62775,-26.8198,-28.4475
op_057 (3 1 1).std.csv,-1.24689,-28.3676,-1.54819,-26.8194,-28.3676
op_059 (3 1 1).std.csv,-1.32348,-28.4441,-1.62468,-26.8195,-28.4441
op_060 (3 1 1).std.csv,-1.34938,-28.47,-1.65022,-26.8198,-28.47
op_061 (3 1 1).std.csv,-1.31958,-28.4402,-1.62036,-26.8199,-28.4402
op_062 (3 1 1).std.csv,-1.2574,-28.3781,-1.55846,-26.8196,-28.3781
op_063 (3 1 1).std.csv,-1.33919,-28.4599,-1.64106,-26.8188,-28.4599
op_064 (3 1 1).std.csv,-1.29522,-28.4159,-1.59677,-26.8191,-28.4159
op_065 (3 1 1).std.csv,-1.24473,-28.3654,-1.54591,-26.8195,-28.3654
op_066 (3 1 1).std.csv,-1.34496,-28.4656,-1.64598,-26.8196,-28.4656
op_067 (3 1 1).std.csv,-1.21027,-28.3309,-1.5118,-26.8191,-28.3309
op_068 (3 1 1).std.csv,-1.27316,-28.3938,-1.57422,-26.8196,-28.3938
op_069 (3 1 1).std.csv,-1.35842,-28.4791,-1.6596,-26.8195,-28.4791
op_071 (3 1 1).std.csv,-1.32178,-28.4424,-1.62297,-26.8195,-28.4424
op_072 (3 1 1).std.csv,-1.24303,-28.3637,-1.54604,-26.8177,-28.3637
op_073 (3 1 1).std.csv,-1.3705,-28.4912,-1.67222,-26.8189,-28.4912
op_074 (3 1 1).std.csv,-1.11335,-28.234,-1.41489,-26.8191,-28.234
op_075 (3 1 1).std.csv,-1.26705,-28.3877,-1.5686,-26.8191,-28.3877
op_076 (3 1 1).std.csv,-1.0381,-28.1588,-1.33889,-26.8199,-28.1588
op_078 (3 1 1).std.csv,-1.36679,-28.4875,-1.66762,-26.8198,-28.4875
op_080 (3 1 1).std.csv,-1.2313,-28.352,-1.53269,-26.8193,-28.352
op_081 (3 1 1).std.csv,-1.36061,-28.4813,-1.66151,-26.8198,-28.4813
op_082 (3 1 1).std.csv,-1.18737,-28.308,-1.49053,-26.8175,-28.308
op_084 (3 1 1).std.csv,-1.32795,-28.4486,-1.62917,-26.8194,-28.4486
op_085 (3 1 1).std.csv,-1.29042,-28.4111,-1.59136,-26.8197,-28.4111
op_086 (3 1 1).std.csv,-1.29496,-28.4156,-1.5958,-26.8198,-28.4156
op_087 (3 1 1).std.csv,-1.34356,-28.4642,-1.64436,-26.8199,-28.4642
op_088 (3 1 1).std.csv,-1.28238,-28.403,-1.5843,-26.8187,-28.403
op_090 (3 1 1).std.csv,-1.38874,-28.5094,-1.69029,-26.8191,-28.5094
op_091 (3 1 1).std.csv,-1.32338,-28.444,-1.62444,-26.8196,-28.444
op_092 (3 1 1).std.csv,-1.33059,-28.4513,-1.6314,-26.8199,-28.4513
op_093 (3 1 1).std.csv,-1.14019,-28.2609,-1.44141,-26.8194,-28.2609
op_094 (3 1 1).std.csv,-1.34424,-28.4649,-1.64519,-26.8197,-28.4649
op_095 (3 1 1).std.csv,-1.30617,-28.4268,-1.6083,-26.8185,-28.4268
op_096 (3 1 1).std.csv,-1.256,-28.3767,-1.55683,-26.8198,-28.3767
op_097 (3 1 1).std.csv,-1.19149,-28.3122,-1.49246,-26.8197,-28.3122
op_098 (3 1 1).std.csv,-1.34069,-28.4614,-1.64269,-26.8187,-28.4614
op_099 (3 1 1).std.csv,-1.38311,-28.5038,-1.68399,-26.8198,-28.5038
op_100 (3 1 1).std.csv,-1.21283,-28.3335,-1.51363,-26.8199,-28.3335
op_101 (3 1 1).std.csv,-1.37084,-28.4915,-1.67169,-26.8198,-28.4915
op_102 (3 1 1).std.csv,-1.30403,-28.4247,-1.60497,-26.8197,-28.4247
op_103 (3 1 1).std.csv,-1.36594,-28.4866,-1.66676,-26.8198,-28.4866
op_104 (3 1 1).std.csv,-1.38274,-28.5034,-1.68466,-26.8187,-28.5034
op_105 (3 1 1).std.csv,-1.37521,-28.4959,-1.67776,-26.8181,-28.4959
op_106 (3 1 1).std.csv,-1.26294,-28.3836,-1.56563,-26.818,-28.3836
op_107 (3 1 1).std.csv,-1.35949,-28.4802,-1.66136,-26.8188,-28.4802
op_109 (3 1 1).std.csv,-1.34628,-28.4669,-1.64714,-26.8198,-28.4669
op_111 (3 1 1).std.csv,-1.29039,-28.411,-1.59113,-26.8199,-28.411
op_112 (3 1 1).std.csv,-1.19728,-28.3179,-1.49812,-26.8198,-28.3179
op_114 (3 1 1).std.csv,-1.33445,-28.4551,-1.63566,-26.8195,-28.4551
op_115 (3 1 1).std.csv,-1.3549,-28.4756,-1.65618,-26.8194,-28.4756
op_116 (3 1 1).std.csv,-1.28004,-28.4007,-1.58124,-26.8195,-28.4007
op_118 (3 1 1).std.csv,-1.36003,-28.4807,-1.66099,-26.8197,-28.4807
op_119 (3 1 1).std.csv,-1.22843,-28.3491,-1.53121,-26.8179,-28.3491
op_120 (3 1 1).std.csv,-1.3364,-28.4571,-1.63826,-26.8188,-28.4571
op_121 (3 1 1).std.csv,-1.29673,-28.4174,-1.59834,-26.819,-28.4174
op_122 (3 1 1).std.csv,-1.39003,-28.5107,-1.69087,-26.8198,-28.5107
op_123 (3 1 1).std.csv,-1.36525,-28.4859,-1.66649,-26.8194,-28.4859
op_124 (3 1 1).std.csv,-1.27446,-28.3951,-1.57561,-26.8195,-28.3951
op_126 (3 1 1).std.csv,-1.26774,-28.3884,-1.56861,-26.8198,-28.3884
op_127 (3 1 1).std.csv,-1.23641,-28.3571,-1.53728,-26.8198,-28.3571
