File_name,Total_energy,Adsorption_energy,Rigid_adsorption_energy,Deformation_energy,dEad/dNi
op_089 (3 1 1).std.csv,-1.1867,-1.4129,-1.1868,-0.2261,-1.4129
op_090 (3 1 1).std.csv,-1.2011,-1.4272,-1.2011,-0.22612,-1.4272
op_091 (3 1 1).std.csv,-1.1644,-1.3905,-1.1644,-0.2261,-1.3905
op_092 (3 1 1).std.csv,-1.1941,-1.4202,-1.1941,-0.22609,-1.4202
op_093 (3 1 1).std.csv,-1.2844,-1.5105,-1.2844,-0.22612,-1.5105
op_094 (3 1 1).std.csv,-1.0573,-1.2834,-1.0573,-0.22612,-1.2834
op_095 (3 1 1).std.csv,-1.2498,-1.476,-1.2499,-0.22609,-1.476
op_096 (3 1 1).std.csv,-1.2247,-1.4508,-1.2247,-0.22609,-1.4508
op_097 (3 1 1).std.csv,-1.1404,-1.3665,-1.1404,-0.22612,-1.3665
op_098 (3 1 1).std.csv,-1.2759,-1.502,-1.2759,-0.2261,-1.502
op_099 (3 1 1).std.csv,-1.0957,-1.3218,-1.0957,-0.22612,-1.3218
op_100 (3 1 1).std.csv,-1.2646,-1.4907,-1.2646,-0.2261,-1.4907
op_101 (3 1 1).std.csv,-1.0562,-1.2823,-1.0562,-0.2261,-1.2823
op_102 (3 1 1).std.csv,-1.1893,-1.4154,-1.1894,-0.22603,-1.4154
op_103 (3 1 1).std.csv,-1.2868,-1.5129,-1.2869,-0.22607,-1.5129
op_104 (3 1 1).std.csv,-1.1615,-1.3876,-1.1615,-0.22611,-1.3876
op_105 (3 1 1).std.csv,-1.2761,-1.5022,-1.2761,-0.22609,-1.5022
op_106 (3 1 1).std.csv,-1.0893,-1.3154,-1.0893,-0.22609,-1.3154
op_107 (3 1 1).std.csv,-1.2652,-1.4914,-1.2653,-0.22609,-1.4914
op_108 (3 1 1).std.csv,-1.2592,-1.4853,-1.2592,-0.22607,-1.4853
